id_student,gender,region,highest_education,age_band,disability
656253,F,Ireland,Lower Than A Level,first,N
656276,F,West Midlands Region,A Level or Equivalent,first,N
656352,F,East Anglian Region,Lower Than A Level,second,N
656373,F,Wales,A Level or Equivalent,second,N
656386,F,London Region,A Level or Equivalent,first,N
656412,F,East Anglian Region,A Level or Equivalent,first,N
656453,F,Ireland,Lower Than A Level,first,N
656455,M,Ireland,A Level or Equivalent,first,N
656472,F,West Midlands Region,A Level or Equivalent,first,N
656475,M,Ireland,HE Qualification,second,N
656481,F,Ireland,A Level or Equivalent,second,N
656494,F,Ireland,A Level or Equivalent,first,N
656522,F,South East Region,A Level or Equivalent,first,N
656540,M,West Midlands Region,A Level or Equivalent,first,N
656549,F,Scotland,Lower Than A Level,first,N
656557,F,South East Region,Lower Than A Level,second,N
656566,F,London Region,A Level or Equivalent,first,N
656576,F,Yorkshire Region,Lower Than A Level,first,N
656681,F,Wales,A Level or Equivalent,first,N
656698,F,Ireland,Lower Than A Level,second,N
656711,F,Ireland,Lower Than A Level,second,N
656755,F,London Region,A Level or Equivalent,first,N
656784,F,Scotland,HE Qualification,first,N
656873,F,East Anglian Region,A Level or Equivalent,first,N
656915,F,Scotland,HE Qualification,first,N
656990,M,London Region,Lower Than A Level,second,N
657032,F,South Region,Lower Than A Level,second,N
657099,F,South Region,A Level or Equivalent,first,Y
657290,F,Yorkshire Region,Lower Than A Level,first,N
657293,F,Yorkshire Region,A Level or Equivalent,first,N
674201,F,West Midlands Region,A Level or Equivalent,first,N
674214,F,South Region,HE Qualification,second,N
674276,F,Scotland,HE Qualification,second,N
674280,F,Yorkshire Region,Lower Than A Level,second,N
674290,F,North Region,A Level or Equivalent,first,N
674319,F,Yorkshire Region,Lower Than A Level,first,N
674322,M,Scotland,HE Qualification,first,N
674323,F,London Region,Lower Than A Level,first,N
674349,F,South Region,A Level or Equivalent,first,N
674495,F,Scotland,A Level or Equivalent,first,N
674501,F,North Western Region,A Level or Equivalent,first,Y
674502,F,South East Region,Lower Than A Level,first,N
674548,F,Ireland,Lower Than A Level,second,N
674576,F,North Western Region,A Level or Equivalent,second,N
674605,F,Wales,Lower Than A Level,second,N
674616,F,Yorkshire Region,A Level or Equivalent,first,N
674643,M,West Midlands Region,Lower Than A Level,first,N
674746,F,East Anglian Region,HE Qualification,first,N
674748,F,West Midlands Region,A Level or Equivalent,first,N
674758,F,South Region,A Level or Equivalent,first,N
674777,F,Scotland,Lower Than A Level,first,N
674784,F,South West Region,HE Qualification,first,N
674922,F,North Region,Lower Than A Level,second,N
674960,F,South West Region,A Level or Equivalent,second,N
675042,F,Yorkshire Region,No Formal quals,first,N
675047,F,North Region,HE Qualification,first,N
675059,F,London Region,Lower Than A Level,first,N
675085,F,Scotland,Lower Than A Level,first,Y
675094,F,East Midlands Region,Lower Than A Level,second,N
675096,M,East Midlands Region,Lower Than A Level,second,N
675116,F,London Region,Lower Than A Level,first,N
675159,F,Scotland,Lower Than A Level,second,N
675161,M,London Region,Lower Than A Level,first,Y
675165,F,Yorkshire Region,HE Qualification,second,N
675178,F,Wales,A Level or Equivalent,first,N
675223,F,Scotland,Lower Than A Level,first,N
675231,F,Scotland,A Level or Equivalent,first,N
675246,F,West Midlands Region,HE Qualification,first,N
675526,F,Scotland,Lower Than A Level,second,N
675576,F,South East Region,Lower Than A Level,second,N
675627,F,London Region,Lower Than A Level,first,N
675671,F,West Midlands Region,A Level or Equivalent,second,N
675673,F,North Region,A Level or Equivalent,first,N
675728,F,East Midlands Region,Lower Than A Level,first,N
675750,F,West Midlands Region,Lower Than A Level,second,N
675807,F,Scotland,HE Qualification,second,N
675922,F,East Anglian Region,A Level or Equivalent,first,N
675929,F,West Midlands Region,Lower Than A Level,first,N
676011,F,South West Region,A Level or Equivalent,first,N
676093,F,East Midlands Region,Lower Than A Level,first,N
676151,F,North Western Region,Lower Than A Level,first,N
676169,F,North Western Region,A Level or Equivalent,first,N
676176,F,East Anglian Region,A Level or Equivalent,first,N
676258,F,South West Region,Lower Than A Level,second,N
676322,F,Scotland,Lower Than A Level,first,N
676350,F,London Region,Lower Than A Level,first,N
676376,F,Wales,A Level or Equivalent,first,N
676401,F,South East Region,HE Qualification,second,N
676420,F,South West Region,Lower Than A Level,first,N
676428,F,South East Region,Lower Than A Level,second,N
676604,F,West Midlands Region,Lower Than A Level,first,N
676633,F,West Midlands Region,Lower Than A Level,first,N
676705,F,South Region,A Level or Equivalent,first,N
676750,F,South East Region,Lower Than A Level,second,N
676785,F,East Midlands Region,HE Qualification,second,N
676898,F,South West Region,A Level or Equivalent,first,N
676948,F,Wales,Lower Than A Level,second,N
676962,M,Wales,Lower Than A Level,first,N
676969,F,Scotland,Lower Than A Level,first,N
676973,F,West Midlands Region,A Level or Equivalent,first,N
677004,F,London Region,Lower Than A Level,second,N
677039,F,South West Region,Lower Than A Level,first,N
677154,F,London Region,Lower Than A Level,first,N
677190,F,West Midlands Region,A Level or Equivalent,first,N
677201,F,Scotland,Lower Than A Level,first,N
677203,M,West Midlands Region,A Level or Equivalent,second,N
677230,F,East Anglian Region,A Level or Equivalent,first,Y
677338,F,East Midlands Region,A Level or Equivalent,first,Y
677411,F,North Region,Lower Than A Level,first,N
677462,F,Scotland,A Level or Equivalent,second,N
677498,F,Wales,A Level or Equivalent,first,N
677630,F,Scotland,Lower Than A Level,first,N
677706,F,West Midlands Region,Lower Than A Level,first,N
677744,F,London Region,A Level or Equivalent,first,N
677846,F,London Region,A Level or Equivalent,first,N
677864,F,South West Region,HE Qualification,second,N
677873,F,South Region,A Level or Equivalent,first,N
677877,F,East Anglian Region,Lower Than A Level,second,N
677879,F,East Anglian Region,A Level or Equivalent,first,Y
677892,F,Scotland,A Level or Equivalent,first,N
677922,F,London Region,A Level or Equivalent,first,Y
677950,F,East Midlands Region,Lower Than A Level,first,N
677997,F,East Midlands Region,Lower Than A Level,first,N
678016,F,South West Region,Lower Than A Level,first,N
678025,F,South East Region,Lower Than A Level,first,N
678038,F,East Anglian Region,A Level or Equivalent,first,N
678057,F,East Midlands Region,Lower Than A Level,first,N
678080,F,Wales,A Level or Equivalent,first,N
678085,F,East Midlands Region,Lower Than A Level,first,N
678105,F,West Midlands Region,A Level or Equivalent,first,N
678107,F,Yorkshire Region,Lower Than A Level,second,N
678109,F,South Region,A Level or Equivalent,first,N
678110,F,East Anglian Region,A Level or Equivalent,first,N
678114,F,North Western Region,Lower Than A Level,first,N
678144,F,London Region,Lower Than A Level,second,Y
678212,F,Scotland,A Level or Equivalent,second,N
678213,F,South West Region,A Level or Equivalent,first,Y
678244,F,London Region,A Level or Equivalent,first,Y
678246,F,Scotland,HE Qualification,second,N
678278,F,North Western Region,A Level or Equivalent,first,N
678283,F,Wales,Lower Than A Level,first,N
678314,F,Yorkshire Region,A Level or Equivalent,first,N
678327,F,West Midlands Region,Lower Than A Level,first,N
678328,F,East Midlands Region,A Level or Equivalent,first,N
678335,F,East Anglian Region,Lower Than A Level,first,N
678367,M,Scotland,Lower Than A Level,first,N
678373,F,East Midlands Region,HE Qualification,first,N
678398,F,Yorkshire Region,A Level or Equivalent,second,N
678444,F,Ireland,Lower Than A Level,second,N
678550,F,North Region,A Level or Equivalent,first,N
678575,M,London Region,HE Qualification,second,N
678578,F,South West Region,HE Qualification,second,N
678585,F,North Region,Lower Than A Level,first,N
678623,F,Wales,Lower Than A Level,second,Y
678661,F,South Region,Lower Than A Level,first,N
678680,F,South Region,A Level or Equivalent,second,N
678688,F,Scotland,A Level or Equivalent,first,N
678702,F,South East Region,Lower Than A Level,first,Y
678770,F,Wales,Lower Than A Level,first,N
678777,F,East Midlands Region,Lower Than A Level,first,N
678795,F,Yorkshire Region,A Level or Equivalent,second,N
678801,F,West Midlands Region,HE Qualification,first,N
678815,F,North Western Region,A Level or Equivalent,first,N
678906,F,South Region,Lower Than A Level,first,N
678953,M,Scotland,HE Qualification,second,N
678955,M,East Anglian Region,A Level or Equivalent,first,N
678975,F,South Region,Lower Than A Level,first,N
678995,F,Yorkshire Region,A Level or Equivalent,second,N
679057,M,London Region,HE Qualification,second,N
679059,F,South West Region,A Level or Equivalent,second,N
679174,M,South West Region,A Level or Equivalent,first,N
679218,M,South East Region,Lower Than A Level,first,N
679232,F,North Region,Lower Than A Level,first,N
679439,F,South East Region,Lower Than A Level,first,N
679457,F,Ireland,Lower Than A Level,second,N
679504,F,South East Region,Lower Than A Level,first,N
679528,F,West Midlands Region,A Level or Equivalent,first,N
679559,F,East Anglian Region,A Level or Equivalent,first,N
679568,F,East Midlands Region,Lower Than A Level,first,N
679675,F,North Western Region,Lower Than A Level,second,N
679716,F,North Western Region,Lower Than A Level,first,N
679724,F,East Anglian Region,Lower Than A Level,first,N
679726,F,West Midlands Region,Lower Than A Level,first,N
679747,F,East Midlands Region,Lower Than A Level,first,N
679798,M,London Region,Lower Than A Level,second,N
679828,F,Wales,A Level or Equivalent,second,N
679918,F,South West Region,Lower Than A Level,second,N
679919,F,Yorkshire Region,A Level or Equivalent,first,N
679967,F,Ireland,A Level or Equivalent,first,N
679971,F,North Western Region,Lower Than A Level,first,N
679989,M,Yorkshire Region,Lower Than A Level,second,N
680009,F,Yorkshire Region,Lower Than A Level,first,N
680110,F,East Midlands Region,Lower Than A Level,first,N
680146,F,Wales,A Level or Equivalent,first,N
680162,F,South Region,A Level or Equivalent,first,N
680174,F,East Anglian Region,A Level or Equivalent,first,N
680219,F,Yorkshire Region,A Level or Equivalent,first,N
680290,M,Wales,HE Qualification,second,N
680453,F,South West Region,Lower Than A Level,first,Y
680471,F,Scotland,HE Qualification,first,Y
680522,F,North Region,Lower Than A Level,first,N
680530,F,Wales,Lower Than A Level,first,N
680541,F,South Region,A Level or Equivalent,second,N
680545,F,West Midlands Region,Lower Than A Level,second,N
680559,F,North Western Region,HE Qualification,first,N
680560,F,London Region,Lower Than A Level,first,N
680591,M,South East Region,A Level or Equivalent,first,N
680723,F,East Midlands Region,A Level or Equivalent,first,N
680732,F,North Western Region,Lower Than A Level,first,N
680787,F,North Region,A Level or Equivalent,first,N
680798,F,East Anglian Region,A Level or Equivalent,second,N
680816,F,Yorkshire Region,Lower Than A Level,first,N
680862,F,West Midlands Region,Lower Than A Level,first,Y
680878,M,West Midlands Region,Lower Than A Level,first,N
680918,M,West Midlands Region,A Level or Equivalent,first,N
680926,F,East Anglian Region,A Level or Equivalent,first,N
680959,F,East Anglian Region,Lower Than A Level,first,N
680970,F,South East Region,HE Qualification,second,N
680991,M,London Region,HE Qualification,second,N
681016,F,South East Region,Lower Than A Level,first,N
681089,F,North Western Region,Lower Than A Level,second,N
681150,F,South West Region,Lower Than A Level,first,N
681166,F,West Midlands Region,A Level or Equivalent,first,N
681222,F,South East Region,HE Qualification,second,N
681289,F,East Anglian Region,A Level or Equivalent,first,N
681384,F,South West Region,HE Qualification,second,N
681566,F,London Region,Lower Than A Level,first,N
681581,F,Scotland,Lower Than A Level,second,N
681710,F,London Region,HE Qualification,first,Y
681716,F,Scotland,Lower Than A Level,second,N
681752,F,Scotland,HE Qualification,second,N
681798,F,Scotland,Lower Than A Level,second,N
681961,F,Wales,A Level or Equivalent,first,N
681964,F,Wales,Lower Than A Level,first,N
681971,F,West Midlands Region,Lower Than A Level,first,N
681984,M,Wales,A Level or Equivalent,first,N
682051,F,Yorkshire Region,Lower Than A Level,first,N
682056,F,Scotland,Lower Than A Level,first,N
682058,F,Yorkshire Region,A Level or Equivalent,first,N
682107,F,East Anglian Region,A Level or Equivalent,first,N
682163,F,East Anglian Region,A Level or Equivalent,first,N
682223,F,Scotland,HE Qualification,first,N
682289,F,East Midlands Region,A Level or Equivalent,second,Y
682316,M,South West Region,Lower Than A Level,second,N
682343,F,Scotland,A Level or Equivalent,second,N
682364,M,Scotland,Lower Than A Level,first,N
682366,M,Wales,Lower Than A Level,second,N
682375,F,South Region,Lower Than A Level,first,N
682409,F,London Region,A Level or Equivalent,first,N
682480,F,South East Region,Lower Than A Level,first,N
682483,F,East Midlands Region,Lower Than A Level,first,N
682538,M,West Midlands Region,Lower Than A Level,first,N
682627,F,Wales,HE Qualification,first,N
682728,F,North Western Region,Lower Than A Level,first,N
682731,F,East Midlands Region,Lower Than A Level,first,N
682887,F,East Midlands Region,A Level or Equivalent,first,N
682913,F,South West Region,A Level or Equivalent,first,N
683002,F,Yorkshire Region,HE Qualification,second,N
683054,F,London Region,No Formal quals,first,N
683120,F,Wales,HE Qualification,first,N
683140,M,North Western Region,Lower Than A Level,second,Y
683145,F,London Region,Lower Than A Level,second,N
683164,F,South Region,A Level or Equivalent,first,N
683172,F,Scotland,A Level or Equivalent,first,N
683202,F,Scotland,HE Qualification,second,N
683275,F,South Region,A Level or Equivalent,first,N
683301,F,North Western Region,Lower Than A Level,first,N
683315,M,London Region,Lower Than A Level,second,N
683338,F,London Region,No Formal quals,first,N
683420,F,Wales,Lower Than A Level,first,N
683465,F,Yorkshire Region,A Level or Equivalent,first,N
683536,F,North Western Region,Lower Than A Level,first,N
683548,F,Yorkshire Region,A Level or Equivalent,first,N
683592,F,South Region,A Level or Equivalent,first,N
683618,F,Scotland,HE Qualification,second,N
683630,F,South Region,Lower Than A Level,second,N
683664,F,Scotland,Lower Than A Level,first,N
683705,F,Scotland,HE Qualification,second,N
683742,F,East Anglian Region,Lower Than A Level,first,N
683768,F,East Midlands Region,A Level or Equivalent,first,N
683779,F,Wales,Lower Than A Level,first,N
683783,F,West Midlands Region,HE Qualification,first,N
683792,F,East Midlands Region,Lower Than A Level,first,N
683802,F,London Region,Lower Than A Level,second,N
683817,F,North Western Region,HE Qualification,first,N
683838,F,North Western Region,Lower Than A Level,first,N
683935,F,Scotland,A Level or Equivalent,first,N
683947,M,Wales,A Level or Equivalent,first,N
683987,F,East Anglian Region,A Level or Equivalent,second,Y
683993,F,South East Region,A Level or Equivalent,first,N
684055,F,South East Region,Lower Than A Level,first,N
684072,F,Yorkshire Region,A Level or Equivalent,second,N
684098,F,South West Region,Lower Than A Level,first,N
684184,F,Scotland,A Level or Equivalent,first,N
684250,M,Wales,HE Qualification,first,N
684273,F,North Western Region,Lower Than A Level,first,N
684319,M,Scotland,Post Graduate Qualification,second,N
684329,F,Yorkshire Region,A Level or Equivalent,second,N
684375,M,West Midlands Region,A Level or Equivalent,first,Y
684420,F,Yorkshire Region,A Level or Equivalent,first,N
684459,M,Ireland,A Level or Equivalent,first,N
684467,F,South West Region,Lower Than A Level,first,N
684502,F,North Region,HE Qualification,first,N
684525,F,West Midlands Region,Lower Than A Level,first,N
684607,F,South West Region,A Level or Equivalent,first,N
684615,F,East Midlands Region,A Level or Equivalent,first,N
684641,F,Wales,Lower Than A Level,first,N
684681,F,Wales,Lower Than A Level,first,N
684687,F,South East Region,Lower Than A Level,second,Y
684704,F,Scotland,Lower Than A Level,first,Y
684736,F,East Anglian Region,Lower Than A Level,second,N
684833,F,London Region,HE Qualification,first,N
684890,F,London Region,Lower Than A Level,first,N
684931,F,South East Region,Lower Than A Level,first,Y
684971,F,London Region,Lower Than A Level,second,N
684982,F,London Region,A Level or Equivalent,first,N
685000,F,South Region,A Level or Equivalent,first,N
685009,F,South Region,Lower Than A Level,second,N
685052,M,East Midlands Region,Lower Than A Level,first,N
685079,F,North Western Region,A Level or Equivalent,first,N
685201,F,Scotland,A Level or Equivalent,second,N
685228,F,Ireland,Lower Than A Level,first,N
685257,F,Ireland,Lower Than A Level,first,N
685267,F,East Midlands Region,A Level or Equivalent,first,N
685318,F,South West Region,A Level or Equivalent,second,N
685391,F,East Anglian Region,A Level or Equivalent,first,N
685453,F,Ireland,A Level or Equivalent,first,N
685506,F,North Western Region,Lower Than A Level,first,N
685592,F,South Region,Lower Than A Level,second,N
685599,F,West Midlands Region,Lower Than A Level,first,N
685602,F,Ireland,HE Qualification,second,N
685653,F,East Midlands Region,No Formal quals,first,N
685702,F,North Region,Post Graduate Qualification,second,N
685740,F,Yorkshire Region,Lower Than A Level,first,N
685776,F,Wales,Lower Than A Level,first,N
685779,F,Wales,HE Qualification,first,N
685812,F,South Region,A Level or Equivalent,second,N
685829,M,East Anglian Region,A Level or Equivalent,second,N
685830,F,East Anglian Region,HE Qualification,first,N
685841,F,East Anglian Region,Lower Than A Level,first,N
685842,F,East Anglian Region,A Level or Equivalent,second,N
685861,F,North Western Region,Lower Than A Level,first,N
685900,M,Scotland,Lower Than A Level,first,N
686074,F,Scotland,Lower Than A Level,first,N
686093,F,London Region,HE Qualification,second,N
686128,F,East Midlands Region,A Level or Equivalent,first,N
686182,F,Yorkshire Region,Lower Than A Level,first,N
686191,F,Scotland,Lower Than A Level,second,N
686200,F,Yorkshire Region,A Level or Equivalent,second,N
686201,F,South East Region,A Level or Equivalent,second,N
686266,F,South Region,Lower Than A Level,first,N
686286,F,East Anglian Region,A Level or Equivalent,first,N
686378,M,London Region,Lower Than A Level,first,N
686402,F,East Midlands Region,A Level or Equivalent,second,N
686530,F,South West Region,Lower Than A Level,first,N
686596,F,South West Region,Lower Than A Level,first,N
686633,M,East Midlands Region,Lower Than A Level,first,N
686667,F,Scotland,Lower Than A Level,first,N
686670,F,South East Region,Lower Than A Level,first,N
686688,F,West Midlands Region,Lower Than A Level,second,N
686703,F,Yorkshire Region,Lower Than A Level,first,N
686725,F,Wales,A Level or Equivalent,first,N
686752,F,South East Region,A Level or Equivalent,first,N
686762,F,West Midlands Region,Lower Than A Level,second,N
686791,M,East Anglian Region,A Level or Equivalent,first,N
686822,F,East Anglian Region,A Level or Equivalent,first,Y
686837,F,North Western Region,HE Qualification,first,N
686938,F,Scotland,Lower Than A Level,second,N
686940,F,Scotland,HE Qualification,second,N
686953,F,Scotland,Lower Than A Level,first,N
686987,F,East Midlands Region,Lower Than A Level,first,N
687004,F,West Midlands Region,Lower Than A Level,first,N
687030,F,South Region,Lower Than A Level,first,N
687037,F,Scotland,A Level or Equivalent,first,N
687060,F,Wales,Lower Than A Level,first,Y
687105,F,Scotland,HE Qualification,first,N
687122,F,South Region,A Level or Equivalent,first,N
687154,F,South Region,Lower Than A Level,first,N
687157,F,Scotland,A Level or Equivalent,first,N
687173,F,North Western Region,Lower Than A Level,first,N
687185,F,Scotland,A Level or Equivalent,second,N
687217,F,Wales,Lower Than A Level,first,N
687256,M,East Midlands Region,A Level or Equivalent,second,N
687301,F,Wales,Lower Than A Level,first,N
687326,F,London Region,HE Qualification,first,N
687369,F,West Midlands Region,Lower Than A Level,first,N
687378,F,East Midlands Region,A Level or Equivalent,second,N
687379,F,East Midlands Region,A Level or Equivalent,second,N
687402,F,Wales,A Level or Equivalent,second,N
687404,F,Wales,HE Qualification,first,N
687406,F,Wales,HE Qualification,second,N
687421,F,East Midlands Region,Lower Than A Level,second,N
687444,F,West Midlands Region,Lower Than A Level,first,N
687533,F,Wales,A Level or Equivalent,first,N
687566,M,South West Region,HE Qualification,second,N
687575,F,South West Region,Lower Than A Level,second,N
687578,F,London Region,Lower Than A Level,first,N
687683,F,South Region,HE Qualification,first,N
687688,F,Scotland,Lower Than A Level,first,N
687769,F,Scotland,HE Qualification,first,N
687822,F,Scotland,A Level or Equivalent,second,N
687977,F,East Midlands Region,A Level or Equivalent,first,N
687978,F,South West Region,Lower Than A Level,first,N
688000,F,East Midlands Region,A Level or Equivalent,first,N
688011,F,South East Region,A Level or Equivalent,first,N
688106,F,London Region,A Level or Equivalent,first,N
688130,F,Scotland,Lower Than A Level,first,Y
688135,F,North Western Region,A Level or Equivalent,first,N
688144,F,Scotland,A Level or Equivalent,first,Y
688167,F,West Midlands Region,A Level or Equivalent,first,N
688208,M,South West Region,Lower Than A Level,first,N
688263,F,East Anglian Region,Lower Than A Level,second,N
688301,F,Wales,Lower Than A Level,second,N
688376,F,Scotland,A Level or Equivalent,second,N
688398,F,Yorkshire Region,Lower Than A Level,first,N
688513,F,North Western Region,A Level or Equivalent,first,N
688519,M,East Anglian Region,Lower Than A Level,second,N
688522,F,Wales,Lower Than A Level,first,N
688545,F,Scotland,Lower Than A Level,second,N
688599,F,North Western Region,Lower Than A Level,first,N
688600,F,London Region,Lower Than A Level,first,N
688638,F,South West Region,Lower Than A Level,first,N
688710,F,East Anglian Region,A Level or Equivalent,first,N
688927,F,East Anglian Region,Lower Than A Level,first,N
688954,M,South Region,Lower Than A Level,second,N
688997,F,Yorkshire Region,Lower Than A Level,second,N
689069,F,East Anglian Region,A Level or Equivalent,first,Y
689089,F,Ireland,Lower Than A Level,first,N
689094,F,Ireland,A Level or Equivalent,first,N
689095,F,Ireland,Lower Than A Level,second,N
689097,F,Ireland,A Level or Equivalent,second,N
689107,F,Ireland,Lower Than A Level,second,N
689112,F,Ireland,Lower Than A Level,second,N
689113,F,Ireland,Lower Than A Level,second,N
689124,F,Ireland,Lower Than A Level,second,N
689129,F,Ireland,A Level or Equivalent,first,N
689131,F,Scotland,A Level or Equivalent,first,Y
689132,F,Ireland,Lower Than A Level,second,N
689139,F,Ireland,Lower Than A Level,second,N
689141,M,Ireland,A Level or Equivalent,first,N
689147,F,Ireland,A Level or Equivalent,first,N
689148,F,Ireland,A Level or Equivalent,first,N
689157,F,Ireland,A Level or Equivalent,first,N
689173,F,Ireland,Lower Than A Level,second,N
689178,F,Ireland,Lower Than A Level,first,N
689180,F,Ireland,A Level or Equivalent,second,N
689185,F,Ireland,A Level or Equivalent,second,N
689187,F,East Midlands Region,Lower Than A Level,second,N
689228,F,Ireland,Lower Than A Level,second,N
689230,F,Ireland,A Level or Equivalent,second,N
689265,F,Ireland,Lower Than A Level,first,N
689267,F,Ireland,Lower Than A Level,second,N
689274,F,Ireland,Lower Than A Level,second,N
689287,F,West Midlands Region,A Level or Equivalent,first,N
689298,M,North Western Region,Lower Than A Level,first,Y
689329,F,London Region,Lower Than A Level,first,Y
689333,F,West Midlands Region,A Level or Equivalent,first,N
689350,F,South Region,Lower Than A Level,first,N
689397,F,Ireland,A Level or Equivalent,first,N
689406,M,North Western Region,Lower Than A Level,second,N
689478,F,East Midlands Region,Lower Than A Level,second,N
689487,F,East Anglian Region,Lower Than A Level,first,N
689493,F,Scotland,A Level or Equivalent,first,N
689563,F,West Midlands Region,Lower Than A Level,first,N
689628,F,Yorkshire Region,Lower Than A Level,first,N
689662,F,South West Region,Lower Than A Level,second,N
689665,F,South West Region,Lower Than A Level,first,N
689727,F,South West Region,A Level or Equivalent,first,Y
689768,F,London Region,A Level or Equivalent,first,N
689775,F,London Region,Lower Than A Level,first,N
689778,F,South Region,Lower Than A Level,first,N
689808,F,North Western Region,A Level or Equivalent,first,N
689828,M,South Region,A Level or Equivalent,first,N
689896,F,South Region,HE Qualification,second,N
689925,F,East Midlands Region,Lower Than A Level,first,N
689936,F,East Midlands Region,A Level or Equivalent,first,N
689952,M,London Region,A Level or Equivalent,first,N
689975,F,Ireland,Lower Than A Level,first,N
690003,M,Ireland,Lower Than A Level,first,N
690089,F,Ireland,Lower Than A Level,second,N
690102,M,Ireland,Lower Than A Level,second,N
690116,F,Ireland,A Level or Equivalent,second,N
690211,F,South Region,A Level or Equivalent,first,N
690235,F,North Western Region,Lower Than A Level,first,N
690318,M,Wales,Lower Than A Level,second,N
690319,F,Wales,HE Qualification,second,N
690329,F,East Anglian Region,Lower Than A Level,first,N
690359,F,London Region,Post Graduate Qualification,second,N
690366,M,South Region,A Level or Equivalent,first,N
690384,F,West Midlands Region,Lower Than A Level,first,N
690430,M,West Midlands Region,Lower Than A Level,first,N
690469,F,Scotland,A Level or Equivalent,first,N
690548,F,Yorkshire Region,A Level or Equivalent,first,N
690554,F,North Region,Lower Than A Level,first,N
690766,F,South East Region,HE Qualification,first,N
690767,F,West Midlands Region,A Level or Equivalent,first,N
690825,F,Yorkshire Region,HE Qualification,first,N
690902,F,North Western Region,Lower Than A Level,second,Y
690940,F,East Midlands Region,Lower Than A Level,first,N
690967,F,East Midlands Region,Lower Than A Level,first,Y
691006,F,Scotland,Lower Than A Level,second,N
691026,F,East Anglian Region,A Level or Equivalent,first,N
691028,F,East Midlands Region,A Level or Equivalent,second,N
691094,F,West Midlands Region,Lower Than A Level,first,N
691106,F,Wales,A Level or Equivalent,first,N
691122,M,East Anglian Region,A Level or Equivalent,first,N
691272,F,East Anglian Region,HE Qualification,first,N
691286,F,North Region,Lower Than A Level,first,N
691312,F,Ireland,A Level or Equivalent,first,N
691343,M,West Midlands Region,A Level or Equivalent,first,N
691353,F,Ireland,Lower Than A Level,first,N
691367,M,South East Region,A Level or Equivalent,first,N
691411,F,East Anglian Region,A Level or Equivalent,first,N
691413,F,Wales,HE Qualification,first,N
691509,F,London Region,A Level or Equivalent,first,N
691514,F,Wales,Lower Than A Level,first,N
691663,F,East Midlands Region,A Level or Equivalent,first,N
691683,F,East Midlands Region,Lower Than A Level,second,N
691717,F,East Anglian Region,A Level or Equivalent,first,N
691815,F,East Anglian Region,A Level or Equivalent,second,N
691835,M,North Western Region,HE Qualification,first,N
691851,M,West Midlands Region,A Level or Equivalent,first,N
691856,F,West Midlands Region,A Level or Equivalent,first,N
691867,F,London Region,A Level or Equivalent,first,N
691869,F,North Region,Lower Than A Level,first,N
691907,F,Ireland,HE Qualification,first,N
691997,F,London Region,A Level or Equivalent,first,N
692164,F,Scotland,Lower Than A Level,first,Y
692175,F,Scotland,Lower Than A Level,first,N
692181,F,Wales,HE Qualification,first,N
692196,F,Wales,HE Qualification,first,N
692207,F,Ireland,Lower Than A Level,first,N
692215,F,West Midlands Region,HE Qualification,first,N
692355,F,Scotland,A Level or Equivalent,first,N
692384,F,East Anglian Region,Lower Than A Level,first,Y
692392,F,South East Region,Lower Than A Level,first,N
692473,F,Wales,Lower Than A Level,first,N
692474,F,Wales,Lower Than A Level,first,N
692479,F,Wales,Lower Than A Level,first,N
692482,M,Wales,Lower Than A Level,first,N
692484,F,Wales,HE Qualification,second,N
692496,F,Wales,Lower Than A Level,first,N
692502,F,North Western Region,HE Qualification,first,N
692515,F,Wales,Lower Than A Level,first,N
692518,F,Wales,A Level or Equivalent,second,N
692521,F,Wales,A Level or Equivalent,first,N
692522,F,Wales,A Level or Equivalent,first,N
692525,M,Wales,A Level or Equivalent,first,N
692528,F,Wales,Lower Than A Level,second,N
692532,F,Wales,HE Qualification,second,N
692537,F,Wales,A Level or Equivalent,first,N
692540,M,Wales,A Level or Equivalent,second,N
692542,F,Wales,A Level or Equivalent,first,N
692544,F,Wales,Lower Than A Level,second,N
692547,F,Wales,Lower Than A Level,second,N
692553,F,Wales,Lower Than A Level,first,Y
692572,F,Yorkshire Region,Lower Than A Level,first,N
692609,F,South Region,A Level or Equivalent,second,Y
692625,F,South Region,A Level or Equivalent,second,N
692629,M,East Midlands Region,Lower Than A Level,first,N
692647,F,Wales,Lower Than A Level,first,N
692805,F,Scotland,Lower Than A Level,second,N
692826,F,West Midlands Region,Lower Than A Level,second,N
692827,F,South East Region,HE Qualification,second,N
692855,F,Scotland,A Level or Equivalent,first,N
692871,F,South Region,Lower Than A Level,first,N
692897,F,East Anglian Region,Lower Than A Level,first,N
692907,F,West Midlands Region,HE Qualification,first,N
692908,F,East Anglian Region,A Level or Equivalent,second,N
692914,F,South Region,A Level or Equivalent,first,N
692918,F,North Region,A Level or Equivalent,first,N
692920,F,South East Region,A Level or Equivalent,first,N
692936,F,Wales,Lower Than A Level,first,N
692943,F,Wales,Lower Than A Level,first,N
692961,F,East Anglian Region,A Level or Equivalent,first,N
693091,F,Wales,A Level or Equivalent,second,N
693098,M,South East Region,A Level or Equivalent,first,N
693116,M,East Anglian Region,Lower Than A Level,first,N
693127,M,East Anglian Region,A Level or Equivalent,first,N
693213,F,Scotland,HE Qualification,second,N
693230,F,Ireland,Lower Than A Level,first,N
693269,F,South Region,A Level or Equivalent,first,Y
693297,F,London Region,Lower Than A Level,second,N
