code_presentation,code_module,final_result,date_unregistration,num_of_prev_attempts,studied_credits,date_registration,id_student
2014B,CCC,Pass,,0,30,-29,264159
2014B,CCC,Withdrawn,-81,0,60,-106,264285
2014B,CCC,Withdrawn,45,0,60,-52,266040
2014B,CCC,Withdrawn,145,0,90,-222,266558
2014B,CCC,Withdrawn,46,0,60,-166,266915
2014B,CCC,Withdrawn,103,0,90,-65,267118
2014B,CCC,Withdrawn,172,0,60,-101,268018
2014B,CCC,Withdrawn,-24,0,60,-310,268127
2014B,CCC,Pass,,0,90,-17,269676
2014B,CCC,Withdrawn,-23,0,90,-135,272103
2014B,CCC,Withdrawn,-23,0,120,-26,277577
2014B,CCC,Withdrawn,-53,0,60,-152,277809
2014B,CCC,Withdrawn,226,0,60,-305,278861
2014B,CCC,Pass,,0,120,-185,279868
2014B,CCC,Withdrawn,0,0,150,-187,279883
2014B,CCC,Withdrawn,97,0,30,-34,281261
2014B,CCC,Distinction,,0,30,-138,281801
2014B,CCC,Pass,,0,30,-29,282193
2014B,CCC,Pass,,0,60,-22,283798
2014B,CCC,Distinction,,0,30,-34,284812
2014B,CCC,Pass,,0,60,-17,285170
2014B,CCC,Pass,,0,160,-29,285475
2014B,CCC,Pass,,0,150,-68,289009
2014B,CCC,Withdrawn,22,0,60,-29,289397
2014B,CCC,Withdrawn,30,0,60,-177,290382
2014B,CCC,Pass,,0,30,-87,291805
2014B,CCC,Withdrawn,7,0,60,-52,294578
2014B,CCC,Withdrawn,164,0,60,-85,295893
2014B,CCC,Pass,,0,30,-22,296411
2014B,CCC,Pass,,0,30,-123,298040
2014B,CCC,Pass,,0,180,-24,300059
2014B,CCC,Withdrawn,108,0,60,-201,300594
2014B,CCC,Withdrawn,149,0,120,-151,300611
2014B,CCC,Pass,,0,30,-106,301232
2014B,CCC,Withdrawn,13,0,60,-93,305783
2014B,CCC,Fail,,0,120,-25,305876
2014B,CCC,Withdrawn,-40,0,120,-79,305974
2014B,CCC,Withdrawn,-91,0,90,-151,306150
2014B,CCC,Withdrawn,126,0,60,-66,308391
2014B,CCC,Fail,,0,135,-36,308918
2014B,CCC,Pass,,0,120,-16,309118
2014B,CCC,Withdrawn,-17,0,60,-24,309515
2014B,CCC,Withdrawn,208,0,60,-90,310088
2014B,CCC,Pass,,0,30,-25,311616
2014B,CCC,Fail,,0,60,-71,312886
2014B,CCC,Withdrawn,54,0,120,-29,314555
2014B,CCC,Withdrawn,171,0,60,-36,315322
2014B,CCC,Pass,,0,30,-101,315728
2014B,CCC,Fail,,0,180,-157,316061
2014B,CCC,Distinction,,0,30,-34,316227
2014B,CCC,Withdrawn,-57,0,90,-225,318574
2014B,CCC,Fail,,0,180,-29,319042
2014B,CCC,Withdrawn,129,0,30,-22,320153
2014B,CCC,Withdrawn,110,0,60,-129,321112
2014B,CCC,Fail,,0,60,-34,324257
2014B,CCC,Withdrawn,108,0,150,-264,325497
2014B,CCC,Fail,,0,30,-29,328261
2014B,CCC,Pass,,0,60,-164,329673
2014B,CCC,Fail,,0,150,-24,330862
2014B,CCC,Withdrawn,20,0,30,-116,330994
2014B,CCC,Withdrawn,80,0,60,-99,335553
2014B,CCC,Fail,,0,150,-25,335648
2014B,CCC,Distinction,,0,60,-29,336398
2014B,CCC,Withdrawn,50,0,135,-34,336695
2014B,CCC,Pass,,0,210,-62,338604
2014B,CCC,Withdrawn,178,0,30,-17,338731
2014B,CCC,Withdrawn,-96,0,150,-143,338854
2014B,CCC,Withdrawn,-74,0,120,-93,339353
2014B,CCC,Fail,,0,90,-45,342089
2014B,CCC,Fail,,0,60,-43,342957
2014B,CCC,Pass,,0,60,-57,342974
2014B,CCC,Fail,,0,90,-29,344367
2014B,CCC,Fail,,0,30,-20,344396
2014B,CCC,Pass,,0,30,-34,345256
2014B,CCC,Withdrawn,-58,0,120,-130,347257
2014B,CCC,Withdrawn,-120,0,120,-134,347518
2014B,CCC,Fail,,0,90,-79,347764
2014B,CCC,Fail,,0,90,-66,348050
2014B,CCC,Pass,,0,30,-29,348159
2014B,CCC,Fail,,0,60,-52,349069
2014B,CCC,Withdrawn,166,0,60,-87,351328
2014B,CCC,Pass,,0,90,-218,351577
2014B,CCC,Pass,,0,90,-218,351775
2014B,CCC,Withdrawn,-142,0,90,-157,353066
2014B,CCC,Withdrawn,223,0,30,-142,353660
2014B,CCC,Withdrawn,139,0,60,-128,353804
2014B,CCC,Withdrawn,12,0,90,-29,353979
2014B,CCC,Pass,,0,120,-24,354607
2014B,CCC,Fail,,0,30,-78,355143
2014B,CCC,Fail,,0,90,-155,356274
2014B,CCC,Withdrawn,124,0,60,-22,356523
2014B,CCC,Pass,,0,90,-34,357176
2014B,CCC,Withdrawn,-16,0,60,-34,357214
2014B,CCC,Withdrawn,-19,0,60,-47,357485
2014B,CCC,Withdrawn,35,0,90,-264,357851
2014B,CCC,Withdrawn,106,0,70,-24,357942
2014B,CCC,Withdrawn,180,0,60,-135,358075
2014B,CCC,Pass,,0,60,-22,359114
2014B,CCC,Withdrawn,19,0,90,-235,359460
2014B,CCC,Withdrawn,136,0,30,-29,360547
2014B,CCC,Pass,,0,145,-73,361410
2014B,CCC,Pass,,0,60,-25,362223
2014B,CCC,Withdrawn,12,0,90,-72,362661
2014B,CCC,Fail,,0,30,-17,363374
2014B,CCC,Pass,,0,90,-53,363773
2014B,CCC,Fail,,0,30,-22,363906
2014B,CCC,Fail,,0,60,-66,363939
2014B,CCC,Withdrawn,180,0,60,-157,364920
2014B,CCC,Fail,,0,90,-144,365993
2014B,CCC,Pass,,0,30,-151,366310
2014B,CCC,Withdrawn,28,0,135,-122,366424
2014B,CCC,Withdrawn,0,0,120,-67,366872
2014B,CCC,Withdrawn,-26,0,60,-200,367807
2014B,CCC,Withdrawn,69,0,60,-204,368483
2014B,CCC,Fail,,0,60,-29,368876
2014B,CCC,Withdrawn,-169,0,60,-226,369908
2014B,CCC,Fail,,0,150,-233,370336
2014B,CCC,Withdrawn,0,0,60,-54,371113
2014B,CCC,Pass,,0,150,-191,371526
2014B,CCC,Pass,,0,30,-304,371901
2014B,CCC,Withdrawn,31,0,60,-96,372812
2014B,CCC,Distinction,,0,30,-69,374028
2014B,CCC,Withdrawn,12,0,90,-46,374055
2014B,CCC,Distinction,,0,60,-90,374756
2014B,CCC,Withdrawn,0,0,90,-45,375688
2014B,CCC,Withdrawn,30,0,90,-127,376701
2014B,CCC,Pass,,0,60,-157,378920
2014B,CCC,Withdrawn,121,0,90,-1,379406
2014B,CCC,Fail,,0,30,-24,381240
2014B,CCC,Distinction,,0,30,-40,381927
2014B,CCC,Withdrawn,-66,0,150,-128,383015
2014B,CCC,Pass,,0,30,-72,383140
2014B,CCC,Pass,,0,30,-109,383158
2014B,CCC,Fail,,0,60,-29,383311
2014B,CCC,Distinction,,0,60,-29,383347
2014B,CCC,Pass,,0,90,-185,383372
2014B,CCC,Fail,,0,60,-43,383971
2014B,CCC,Withdrawn,216,0,90,-123,385120
2014B,CCC,Distinction,,0,90,-43,385387
2014B,CCC,Withdrawn,-108,0,90,-255,385980
2014B,CCC,Withdrawn,28,0,90,-92,386121
2014B,CCC,Withdrawn,118,0,120,-222,386189
2014B,CCC,Withdrawn,-95,0,150,-108,386671
2014B,CCC,Pass,,0,60,-81,387009
2014B,CCC,Pass,,0,30,-29,388538
2014B,CCC,Withdrawn,174,0,30,-8,388708
2014B,CCC,Withdrawn,170,0,210,-106,388750
2014B,CCC,Withdrawn,-47,0,150,-201,389680
2014B,CCC,Withdrawn,-26,0,60,-304,390233
2014B,CCC,Fail,,0,150,-20,391343
2014B,CCC,Fail,,0,30,-57,391419
2014B,CCC,Withdrawn,39,0,30,-34,392289
2014B,CCC,Pass,,0,30,-29,392526
2014B,CCC,Pass,,0,30,-234,394311
2014B,CCC,Fail,,0,90,-166,394341
2014B,CCC,Withdrawn,-61,0,90,,394791
2014B,CCC,Withdrawn,12,0,150,-61,395164
2014B,CCC,Pass,,0,80,-114,396825
2014B,CCC,Withdrawn,4,0,90,-183,397149
2014B,CCC,Pass,,0,120,-22,397506
2014B,CCC,Withdrawn,0,0,60,-148,397797
2014B,CCC,Fail,,0,30,-75,398487
2014B,CCC,Withdrawn,-9,0,90,-194,398877
2014B,CCC,Withdrawn,-232,0,270,-246,399863
2014B,CCC,Withdrawn,125,0,90,-17,400063
2014B,CCC,Pass,,0,60,-22,401296
2014B,CCC,Pass,,0,60,-180,401903
2014B,CCC,Pass,,0,60,-29,403085
2014B,CCC,Fail,,0,60,-106,404239
2014B,CCC,Withdrawn,-25,0,90,-72,405192
2014B,CCC,Withdrawn,39,0,30,-29,406265
2014B,CCC,Withdrawn,18,0,30,-25,406337
2014B,CCC,Fail,,0,30,-24,406846
2014B,CCC,Fail,,0,90,-22,406908
2014B,CCC,Withdrawn,32,0,60,-54,406937
2014B,CCC,Withdrawn,132,0,60,-121,407453
2014B,CCC,Fail,,0,30,-60,407818
2014B,CCC,Withdrawn,68,0,30,-25,408371
2014B,CCC,Fail,,0,60,-46,408413
2014B,CCC,Withdrawn,66,0,30,-36,409540
2014B,CCC,Pass,,0,30,-50,410203
2014B,CCC,Distinction,,0,30,-92,410407
2014B,CCC,Pass,,0,30,-47,410699
2014B,CCC,Withdrawn,67,0,90,-52,410886
2014B,CCC,Distinction,,0,40,-24,412258
2014B,CCC,Withdrawn,24,0,30,-17,412268
2014B,CCC,Fail,,0,150,-22,412284
2014B,CCC,Fail,,0,60,-22,413083
2014B,CCC,Withdrawn,48,0,90,-108,416500
2014B,CCC,Pass,,0,120,-17,416689
2014B,CCC,Withdrawn,144,0,60,-24,416860
2014B,CCC,Pass,,0,60,-113,417820
2014B,CCC,Fail,,0,60,-25,418224
2014B,CCC,Pass,,0,90,-124,418623
2014B,CCC,Withdrawn,99,0,60,-22,418971
2014B,CCC,Fail,,0,120,-34,419233
2014B,CCC,Withdrawn,32,0,60,-58,419536
2014B,CCC,Pass,,0,60,-45,420345
2014B,CCC,Withdrawn,-8,0,60,-17,420428
2014B,CCC,Distinction,,0,90,-29,420528
2014B,CCC,Distinction,,0,30,-25,420935
2014B,CCC,Pass,,0,60,-10,421209
2014B,CCC,Withdrawn,131,0,90,-128,421712
2014B,CCC,Distinction,,0,30,-22,423879
2014B,CCC,Pass,,0,30,-25,424082
2014B,CCC,Pass,,0,60,-17,424112
2014B,CCC,Pass,,0,45,-43,424950
2014B,CCC,Withdrawn,227,0,90,-1,425287
2014B,CCC,Withdrawn,0,0,60,-222,425714
2014B,CCC,Pass,,0,120,-25,426610
2014B,CCC,Fail,,0,60,-45,426616
2014B,CCC,Fail,,0,30,-50,429065
2014B,CCC,Distinction,,0,90,-123,429185
2014B,CCC,Withdrawn,-9,0,60,-262,429220
2014B,CCC,Pass,,0,90,-57,430686
2014B,CCC,Fail,,0,90,-246,431014
2014B,CCC,Pass,,0,60,-17,431386
2014B,CCC,Withdrawn,180,0,90,-16,432278
2014B,CCC,Withdrawn,26,0,90,-269,432718
2014B,CCC,Pass,,0,60,-96,434562
2014B,CCC,Fail,,0,60,-171,434573
2014B,CCC,Withdrawn,-12,0,90,-22,435271
2014B,CCC,Pass,,0,30,-110,436058
2014B,CCC,Withdrawn,-54,0,75,-165,437432
2014B,CCC,Withdrawn,46,0,180,-141,438313
2014B,CCC,Pass,,0,120,-25,438796
2014B,CCC,Withdrawn,20,0,60,-25,439669
2014B,CCC,Withdrawn,-87,0,60,-147,440171
2014B,CCC,Withdrawn,-8,0,170,-124,440297
2014B,CCC,Withdrawn,179,0,30,-165,440323
2014B,CCC,Withdrawn,25,0,100,-186,440591
2014B,CCC,Fail,,0,30,12,440905
2014B,CCC,Withdrawn,116,0,60,-171,441540
2014B,CCC,Withdrawn,31,0,180,-29,441606
2014B,CCC,Withdrawn,-99,0,120,-129,442530
2014B,CCC,Withdrawn,67,0,60,-29,442954
2014B,CCC,Distinction,,0,30,-29,445777
2014B,CCC,Distinction,,0,90,-164,445917
2014B,CCC,Distinction,,0,60,-40,445972
2014B,CCC,Fail,,0,60,-25,446295
2014B,CCC,Withdrawn,33,0,90,-164,446628
2014B,CCC,Fail,,0,30,-34,447306
2014B,CCC,Withdrawn,75,0,70,-29,464236
2014B,CCC,Withdrawn,18,0,60,-29,464724
2014B,CCC,Withdrawn,-133,0,120,-134,465194
2014B,CCC,Pass,,0,60,-46,465406
2014B,CCC,Withdrawn,19,0,45,-29,465517
2014B,CCC,Fail,,0,210,-29,465719
2014B,CCC,Withdrawn,5,0,130,-149,465764
2014B,CCC,Fail,,0,120,-219,465843
2014B,CCC,Pass,,0,30,-54,466289
2014B,CCC,Withdrawn,166,0,120,-95,466714
2014B,CCC,Pass,,0,90,-64,467230
2014B,CCC,Withdrawn,112,0,30,-16,467753
2014B,CCC,Fail,,0,60,-123,467894
2014B,CCC,Fail,,0,60,-16,468753
2014B,CCC,Withdrawn,21,0,60,-45,469113
2014B,CCC,Withdrawn,11,0,30,-24,469732
2014B,CCC,Distinction,,0,60,-110,469761
2014B,CCC,Withdrawn,102,0,90,-61,470002
2014B,CCC,Withdrawn,53,0,60,-68,471018
2014B,CCC,Withdrawn,48,0,90,-95,471580
2014B,CCC,Pass,,0,30,-22,471657
2014B,CCC,Pass,,0,60,-25,471979
2014B,CCC,Pass,,0,60,-178,472087
2014B,CCC,Withdrawn,222,0,60,-25,472309
2014B,CCC,Withdrawn,-8,0,90,-131,472856
2014B,CCC,Pass,,0,60,-65,473965
2014B,CCC,Fail,,0,120,-22,474283
2014B,CCC,Withdrawn,-50,0,120,-134,474377
2014B,CCC,Fail,,0,30,-25,474759
2014B,CCC,Withdrawn,100,0,30,-155,475149
2014B,CCC,Withdrawn,-262,0,60,-303,475443
2014B,CCC,Withdrawn,35,0,30,-120,475556
2014B,CCC,Pass,,0,90,-85,475945
2014B,CCC,Distinction,,0,30,-27,476108
2014B,CCC,Withdrawn,18,0,60,-186,476868
2014B,CCC,Fail,,0,60,-127,476937
2014B,CCC,Pass,,0,30,-34,477067
2014B,CCC,Withdrawn,-1,0,60,-24,478025
2014B,CCC,Fail,,0,90,-22,478212
2014B,CCC,Fail,,0,60,-60,478550
2014B,CCC,Withdrawn,187,0,60,-17,478977
2014B,CCC,Fail,,0,180,-66,479607
2014B,CCC,Withdrawn,-141,0,90,-277,479714
2014B,CCC,Fail,,0,60,-46,479725
2014B,CCC,Withdrawn,152,0,60,-220,479753
2014B,CCC,Withdrawn,156,0,45,-8,480604
2014B,CCC,Withdrawn,26,0,150,-132,480928
2014B,CCC,Distinction,,0,60,-194,480929
2014B,CCC,Pass,,0,30,-34,480943
2014B,CCC,Withdrawn,12,0,90,-17,481024
2014B,CCC,Pass,,0,60,-264,482280
2014B,CCC,Fail,,0,60,-128,482745
2014B,CCC,Withdrawn,45,0,120,-199,483108
2014B,CCC,Withdrawn,46,0,60,-24,483267
2014B,CCC,Pass,,0,90,-82,483275
2014B,CCC,Withdrawn,3,0,60,-64,483666
2014B,CCC,Withdrawn,221,0,90,-34,484174
2014B,CCC,Withdrawn,19,0,150,-25,484305
2014B,CCC,Pass,,0,60,-34,484464
2014B,CCC,Withdrawn,3,0,90,-65,484787
2014B,CCC,Distinction,,0,90,-88,485312
2014B,CCC,Pass,,0,60,-171,485374
2014B,CCC,Withdrawn,96,0,180,-285,485594
2014B,CCC,Distinction,,0,30,-54,485604
2014B,CCC,Fail,,0,30,-22,485944
2014B,CCC,Withdrawn,44,0,120,-52,486378
2014B,CCC,Withdrawn,-1,0,60,-170,486737
2014B,CCC,Withdrawn,56,0,60,-129,487494
2014B,CCC,Withdrawn,-75,0,60,-310,487570
2014B,CCC,Fail,,0,30,-162,487629
2014B,CCC,Pass,,0,90,-82,488431
2014B,CCC,Withdrawn,-4,0,120,-17,489309
2014B,CCC,Pass,,0,60,-25,489929
2014B,CCC,Pass,,0,90,-24,490024
2014B,CCC,Pass,,0,75,-34,490081
2014B,CCC,Pass,,0,60,-213,490282
2014B,CCC,Withdrawn,100,0,150,-10,490297
2014B,CCC,Fail,,0,120,-45,490587
2014B,CCC,Fail,,0,60,-40,490662
2014B,CCC,Withdrawn,20,0,120,-155,490665
2014B,CCC,Withdrawn,39,0,60,-246,490768
2014B,CCC,Withdrawn,178,0,60,-155,490769
2014B,CCC,Withdrawn,207,0,30,-93,491170
2014B,CCC,Fail,,0,60,-148,491232
2014B,CCC,Fail,,0,60,-53,491742
2014B,CCC,Withdrawn,121,0,30,-22,491843
2014B,CCC,Withdrawn,104,0,30,-71,492357
2014B,CCC,Pass,,0,60,-67,492900
2014B,CCC,Withdrawn,-52,0,180,-132,493793
2014B,CCC,Withdrawn,201,0,30,-47,493822
2014B,CCC,Withdrawn,31,0,60,-36,493988
2014B,CCC,Fail,,0,120,-155,494389
2014B,CCC,Pass,,0,60,-213,494919
2014B,CCC,Pass,,0,60,-155,495320
2014B,CCC,Withdrawn,45,0,60,-75,496108
2014B,CCC,Withdrawn,-8,0,60,-156,497047
2014B,CCC,Withdrawn,223,0,30,-25,497080
2014B,CCC,Fail,,0,60,-82,498043
2014B,CCC,Fail,,0,60,-148,498138
2014B,CCC,Withdrawn,-4,0,90,-59,498225
2014B,CCC,Fail,,0,30,-25,498741
2014B,CCC,Withdrawn,-129,0,60,-172,500001
2014B,CCC,Fail,,0,60,-41,500006
2014B,CCC,Withdrawn,34,0,60,-22,500189
2014B,CCC,Fail,,0,30,-22,500597
2014B,CCC,Withdrawn,62,0,30,-194,501339
2014B,CCC,Fail,,0,30,-150,501443
2014B,CCC,Fail,,0,120,-62,501652
2014B,CCC,Pass,,0,30,-192,502465
2014B,CCC,Withdrawn,-60,0,150,-162,502466
2014B,CCC,Distinction,,0,60,-17,502554
2014B,CCC,Fail,,0,90,-136,502833
2014B,CCC,Pass,,0,60,-225,502868
2014B,CCC,Withdrawn,220,0,60,-96,502929
2014B,CCC,Fail,,0,90,-108,503469
2014B,CCC,Withdrawn,110,0,60,-16,503872
2014B,CCC,Withdrawn,125,0,60,-12,504057
2014B,CCC,Withdrawn,60,0,30,-34,505235
2014B,CCC,Withdrawn,143,0,90,-25,505520
2014B,CCC,Pass,,0,60,-75,505767
2014B,CCC,Withdrawn,58,0,90,-61,505815
2014B,CCC,Withdrawn,-7,0,90,-101,505967
2014B,CCC,Distinction,,0,30,-124,506206
2014B,CCC,Withdrawn,27,0,60,-157,506380
2014B,CCC,Pass,,0,60,-45,507034
2014B,CCC,Withdrawn,214,0,30,-22,507388
2014B,CCC,Pass,,0,60,-155,507523
2014B,CCC,Withdrawn,100,0,60,-257,507671
2014B,CCC,Withdrawn,-8,0,30,-149,507801
2014B,CCC,Withdrawn,33,0,120,-286,508025
2014B,CCC,Withdrawn,-212,0,120,-244,508848
2014B,CCC,Pass,,0,60,-89,509029
2014B,CCC,Pass,,0,150,-253,509102
2014B,CCC,Withdrawn,67,0,30,-242,509122
2014B,CCC,Distinction,,0,120,-81,509183
2014B,CCC,Fail,,0,60,-29,509649
2014B,CCC,Pass,,0,30,-165,509839
2014B,CCC,Withdrawn,198,0,90,-47,510070
2014B,CCC,Withdrawn,212,0,60,-144,510694
2014B,CCC,Withdrawn,136,0,60,-179,510914
2014B,CCC,Pass,,0,60,-103,511473
2014B,CCC,Fail,,0,60,-22,511657
2014B,CCC,Fail,,0,150,-24,512353
2014B,CCC,Distinction,,0,30,-22,512475
2014B,CCC,Withdrawn,142,0,60,-136,512582
2014B,CCC,Distinction,,0,60,-40,513638
2014B,CCC,Withdrawn,-98,0,90,-234,513854
2014B,CCC,Withdrawn,156,0,60,-25,513934
2014B,CCC,Withdrawn,-54,0,90,-114,513969
2014B,CCC,Withdrawn,-29,0,60,-268,513997
2014B,CCC,Fail,,0,30,-22,514000
2014B,CCC,Fail,,0,90,-25,514186
2014B,CCC,Pass,,0,60,-192,515046
2014B,CCC,Pass,,0,60,-232,515107
2014B,CCC,Fail,,0,30,-61,515278
2014B,CCC,Fail,,0,60,-29,515515
2014B,CCC,Pass,,0,60,-191,515774
2014B,CCC,Withdrawn,201,0,180,-10,515936
2014B,CCC,Pass,,0,60,-171,516024
2014B,CCC,Distinction,,0,60,-179,516238
2014B,CCC,Pass,,0,30,-22,516496
2014B,CCC,Withdrawn,49,0,60,-113,516685
2014B,CCC,Distinction,,0,60,-24,516726
2014B,CCC,Distinction,,0,40,-25,517999
2014B,CCC,Fail,,0,60,-66,518116
2014B,CCC,Withdrawn,-8,0,90,-131,518330
2014B,CCC,Pass,,0,150,-85,518363
2014B,CCC,Pass,,0,60,-255,518862
2014B,CCC,Pass,,0,60,-200,519544
2014B,CCC,Fail,,0,60,-47,519589
2014B,CCC,Withdrawn,-12,0,60,-62,520332
2014B,CCC,Pass,,0,30,-141,520377
2014B,CCC,Fail,,0,60,-44,520588
2014B,CCC,Pass,,0,60,-304,521051
2014B,CCC,Pass,,0,60,-129,521297
2014B,CCC,Fail,,0,90,-124,521542
2014B,CCC,Withdrawn,17,0,60,-36,521601
2014B,CCC,Distinction,,0,60,-57,521614
2014B,CCC,Pass,,0,90,-240,522312
2014B,CCC,Fail,,0,60,-170,522484
2014B,CCC,Withdrawn,90,0,60,-116,522682
2014B,CCC,Pass,,0,120,-66,523061
2014B,CCC,Pass,,0,60,-25,523079
2014B,CCC,Withdrawn,51,0,60,-81,523239
2014B,CCC,Withdrawn,23,0,30,-120,523271
2014B,CCC,Withdrawn,167,0,30,-52,523335
2014B,CCC,Fail,,0,30,-93,523710
2014B,CCC,Distinction,,0,60,-190,524128
2014B,CCC,Pass,,0,60,-117,524295
2014B,CCC,Pass,,0,60,-193,524378
2014B,CCC,Fail,,0,120,-138,524386
2014B,CCC,Fail,,0,60,-29,525332
2014B,CCC,Pass,,0,60,-198,525832
2014B,CCC,Withdrawn,110,0,60,-88,526073
2014B,CCC,Withdrawn,223,0,90,-127,526235
2014B,CCC,Withdrawn,33,0,90,-114,526547
2014B,CCC,Withdrawn,222,0,90,-43,526564
2014B,CCC,Fail,,0,60,-204,526876
2014B,CCC,Pass,,0,120,-93,526927
2014B,CCC,Fail,,0,60,-121,527771
2014B,CCC,Distinction,,0,90,-92,527826
2014B,CCC,Pass,,0,30,-12,527964
2014B,CCC,Withdrawn,143,0,60,-221,528021
2014B,CCC,Fail,,0,90,-24,528023
2014B,CCC,Pass,,0,60,-17,528066
2014B,CCC,Withdrawn,19,0,60,-75,528083
2014B,CCC,Pass,,0,90,-171,528892
2014B,CCC,Pass,,0,60,-100,529025
2014B,CCC,Withdrawn,101,0,90,-144,529073
2014B,CCC,Fail,,0,60,-25,529078
2014B,CCC,Withdrawn,33,0,30,-144,529153
2014B,CCC,Pass,,0,30,-95,529434
2014B,CCC,Withdrawn,32,0,120,-17,530113
2014B,CCC,Withdrawn,-95,0,150,-208,530270
2014B,CCC,Withdrawn,212,0,30,-29,530481
2014B,CCC,Pass,,0,90,-57,530650
2014B,CCC,Withdrawn,225,0,30,-17,530936
2014B,CCC,Withdrawn,44,0,60,-264,531047
2014B,CCC,Withdrawn,80,0,60,-232,531075
2014B,CCC,Pass,,0,90,-197,532020
2014B,CCC,Withdrawn,-5,0,30,-92,532252
2014B,CCC,Pass,,0,30,-129,532350
2014B,CCC,Withdrawn,-8,0,150,-186,532440
2014B,CCC,Fail,,0,120,-5,532531
2014B,CCC,Withdrawn,58,0,120,-116,532565
2014B,CCC,Pass,,0,30,-141,532718
2014B,CCC,Fail,,0,180,-124,532859
2014B,CCC,Fail,,0,60,-151,533004
2014B,CCC,Withdrawn,4,0,60,-25,533311
2014B,CCC,Withdrawn,19,0,30,-110,534047
2014B,CCC,Withdrawn,115,0,60,-34,534074
2014B,CCC,Pass,,0,30,-28,535047
2014B,CCC,Withdrawn,-18,0,90,-149,535590
2014B,CCC,Fail,,0,30,-36,535682
2014B,CCC,Fail,,0,30,-29,536032
2014B,CCC,Distinction,,0,90,-54,536170
2014B,CCC,Pass,,0,60,-304,536261
2014B,CCC,Fail,,0,90,-148,536435
2014B,CCC,Withdrawn,190,0,60,-47,536536
2014B,CCC,Pass,,0,90,-25,537322
2014B,CCC,Fail,,0,60,-141,537603
2014B,CCC,Fail,,0,60,-116,537606
2014B,CCC,Withdrawn,39,0,90,-269,537622
2014B,CCC,Withdrawn,191,0,30,-114,537654
2014B,CCC,Fail,,0,90,-22,537658
2014B,CCC,Withdrawn,156,0,60,-22,538887
2014B,CCC,Withdrawn,192,0,60,-261,539328
2014B,CCC,Fail,,0,30,-85,539514
2014B,CCC,Withdrawn,-53,0,60,-144,539695
2014B,CCC,Pass,,0,60,-103,539784
2014B,CCC,Pass,,0,90,-25,539971
2014B,CCC,Withdrawn,-89,0,60,-92,540509
2014B,CCC,Pass,,0,60,-247,540686
2014B,CCC,Withdrawn,-15,0,60,-147,540937
2014B,CCC,Fail,,0,60,-25,541003
2014B,CCC,Withdrawn,37,0,30,-29,541184
2014B,CCC,Withdrawn,148,0,60,-22,542050
2014B,CCC,Fail,,0,60,-102,542721
2014B,CCC,Pass,,0,90,-157,543170
2014B,CCC,Withdrawn,142,0,60,-205,543417
2014B,CCC,Fail,,0,60,-29,543475
2014B,CCC,Withdrawn,-2,0,60,-24,543571
2014B,CCC,Withdrawn,3,0,90,-109,543628
2014B,CCC,Pass,,0,90,-36,543678
2014B,CCC,Fail,,0,60,-28,543924
2014B,CCC,Pass,,0,60,-100,543948
2014B,CCC,Withdrawn,-39,0,30,-269,544075
2014B,CCC,Fail,,0,120,-138,544090
2014B,CCC,Withdrawn,48,0,60,-124,544467
2014B,CCC,Pass,,0,90,-45,544490
2014B,CCC,Distinction,,0,90,-96,544594
2014B,CCC,Withdrawn,79,0,60,-164,544791
2014B,CCC,Distinction,,0,60,-99,544839
2014B,CCC,Fail,,0,60,-150,545045
2014B,CCC,Pass,,0,60,-22,545740
2014B,CCC,Pass,,0,60,-124,545747
2014B,CCC,Withdrawn,75,0,120,-24,546400
2014B,CCC,Withdrawn,158,0,90,-17,546675
2014B,CCC,Withdrawn,0,0,90,-157,546830
2014B,CCC,Withdrawn,-4,0,30,-116,546954
2014B,CCC,Distinction,,0,30,-22,547287
2014B,CCC,Withdrawn,219,0,60,-101,547332
2014B,CCC,Fail,,0,90,-60,547413
2014B,CCC,Withdrawn,165,0,30,-268,547571
2014B,CCC,Withdrawn,-19,0,60,-116,547685
2014B,CCC,Withdrawn,0,0,210,-40,547816
2014B,CCC,Withdrawn,87,0,30,-29,547986
2014B,CCC,Fail,,0,120,-54,548261
2014B,CCC,Withdrawn,64,0,30,-25,548383
2014B,CCC,Distinction,,0,60,-57,548386
2014B,CCC,Distinction,,0,30,-22,548509
2014B,CCC,Pass,,0,60,-295,548602
2014B,CCC,Pass,,0,60,-67,548677
2014B,CCC,Fail,,0,60,-24,548764
2014B,CCC,Pass,,0,60,-310,548854
2014B,CCC,Withdrawn,12,0,120,-45,548926
2014B,CCC,Withdrawn,153,0,60,-251,549636
2014B,CCC,Fail,,0,90,-138,549928
2014B,CCC,Pass,,0,90,-22,549951
2014B,CCC,Fail,,0,90,-92,550092
2014B,CCC,Withdrawn,150,0,60,-47,550545
2014B,CCC,Withdrawn,226,0,150,-36,550812
2014B,CCC,Withdrawn,72,0,90,-50,550893
2014B,CCC,Pass,,0,30,-100,551115
2014B,CCC,Pass,,0,120,-27,551267
2014B,CCC,Pass,,0,90,-24,551304
2014B,CCC,Pass,,0,60,-59,551478
2014B,CCC,Withdrawn,67,0,120,-68,551528
2014B,CCC,Fail,,0,30,-15,551604
2014B,CCC,Fail,,0,60,-82,551856
2014B,CCC,Fail,,0,60,-74,551902
2014B,CCC,Withdrawn,31,0,60,-165,552166
2014B,CCC,Withdrawn,-1,0,60,-17,552234
2014B,CCC,Distinction,,0,30,-51,552441
2014B,CCC,Withdrawn,109,0,60,-144,552498
