id_site,code_presentation,code_module,activity_type
768478,2014B,BBB,content
768650,2014B,BBB,content
768510,2014B,BBB,content
768780,2014B,BBB,url
768341,2014B,BBB,forum
768540,2014B,BBB,content
768408,2014B,BBB,content
768574,2014B,BBB,content
768442,2014B,BBB,content
768609,2014B,BBB,content
768475,2014B,BBB,content
768647,2014B,BBB,content
768507,2014B,BBB,content
768777,2014B,BBB,url
768338,2014B,BBB,forum
768537,2014B,BBB,content
768405,2014B,BBB,content
768571,2014B,BBB,content
768439,2014B,BBB,content
768606,2014B,BBB,content
768472,2014B,BBB,content
768644,2014B,BBB,content
768504,2014B,BBB,content
768774,2014B,BBB,url
768335,2014B,BBB,forum
768534,2014B,BBB,content
768402,2014B,BBB,content
768568,2014B,BBB,content
768436,2014B,BBB,content
768602,2014B,BBB,content
768468,2014B,BBB,content
768641,2014B,BBB,content
768501,2014B,BBB,content
768771,2014B,BBB,url
768332,2014B,BBB,forum
768531,2014B,BBB,content
768399,2014B,BBB,content
768565,2014B,BBB,content
768433,2014B,BBB,content
768599,2014B,BBB,content
768465,2014B,BBB,content
768638,2014B,BBB,content
768498,2014B,BBB,content
768528,2014B,BBB,content
768396,2014B,BBB,content
768561,2014B,BBB,content
768430,2014B,BBB,content
768596,2014B,BBB,content
768462,2014B,BBB,content
768635,2014B,BBB,content
768495,2014B,BBB,content
768667,2014B,BBB,content
768525,2014B,BBB,content
768393,2014B,BBB,content
768558,2014B,BBB,content
768427,2014B,BBB,content
768593,2014B,BBB,content
768459,2014B,BBB,content
768632,2014B,BBB,content
768492,2014B,BBB,content
768664,2014B,BBB,content
768522,2014B,BBB,content
768382,2014B,BBB,content
768554,2014B,BBB,content
768422,2014B,BBB,content
768590,2014B,BBB,content
768456,2014B,BBB,content
768629,2014B,BBB,content
768489,2014B,BBB,content
768661,2014B,BBB,content
768518,2014B,BBB,content
768379,2014B,BBB,quiz
768551,2014B,BBB,content
768419,2014B,BBB,content
768587,2014B,BBB,content
768453,2014B,BBB,content
768626,2014B,BBB,content
768486,2014B,BBB,content
768658,2014B,BBB,content
768515,2014B,BBB,content
768376,2014B,BBB,quiz
768548,2014B,BBB,content
768416,2014B,BBB,content
768584,2014B,BBB,content
768450,2014B,BBB,content
768617,2014B,BBB,content
768623,2014B,BBB,content
768483,2014B,BBB,content
768655,2014B,BBB,content
768512,2014B,BBB,content
768788,2014B,BBB,forum
768348,2014B,BBB,forum
768545,2014B,BBB,content
768413,2014B,BBB,content
768581,2014B,BBB,content
768447,2014B,BBB,content
768614,2014B,BBB,content
768620,2014B,BBB,content
768480,2014B,BBB,content
768652,2014B,BBB,content
768785,2014B,BBB,url
768344,2014B,BBB,forum
768542,2014B,BBB,content
768410,2014B,BBB,content
768576,2014B,BBB,content
768444,2014B,BBB,content
768611,2014B,BBB,content
768477,2014B,BBB,content
768649,2014B,BBB,content
768509,2014B,BBB,content
768779,2014B,BBB,url
768340,2014B,BBB,forum
768539,2014B,BBB,content
768407,2014B,BBB,content
768573,2014B,BBB,content
768441,2014B,BBB,content
768608,2014B,BBB,content
768474,2014B,BBB,content
768646,2014B,BBB,content
768506,2014B,BBB,content
768776,2014B,BBB,url
768337,2014B,BBB,forum
768536,2014B,BBB,content
768404,2014B,BBB,content
768570,2014B,BBB,content
768438,2014B,BBB,content
768605,2014B,BBB,content
768470,2014B,BBB,content
768643,2014B,BBB,content
768503,2014B,BBB,content
768773,2014B,BBB,url
768334,2014B,BBB,forum
768533,2014B,BBB,content
768401,2014B,BBB,content
768567,2014B,BBB,content
768435,2014B,BBB,content
768601,2014B,BBB,content
768467,2014B,BBB,content
768640,2014B,BBB,content
768500,2014B,BBB,content
768669,2014B,BBB,content
768331,2014B,BBB,forum
768530,2014B,BBB,content
768398,2014B,BBB,content
768564,2014B,BBB,content
768432,2014B,BBB,content
768598,2014B,BBB,content
768464,2014B,BBB,content
768637,2014B,BBB,content
768497,2014B,BBB,content
768527,2014B,BBB,content
768395,2014B,BBB,content
768560,2014B,BBB,content
768429,2014B,BBB,content
768595,2014B,BBB,content
768461,2014B,BBB,content
768634,2014B,BBB,content
768494,2014B,BBB,content
768666,2014B,BBB,content
768524,2014B,BBB,content
768556,2014B,BBB,content
768425,2014B,BBB,content
768592,2014B,BBB,content
768458,2014B,BBB,content
768631,2014B,BBB,content
768491,2014B,BBB,content
768663,2014B,BBB,content
768521,2014B,BBB,content
768381,2014B,BBB,content
768553,2014B,BBB,content
768421,2014B,BBB,content
768589,2014B,BBB,content
768455,2014B,BBB,content
768628,2014B,BBB,content
768488,2014B,BBB,content
768660,2014B,BBB,content
768517,2014B,BBB,content
768378,2014B,BBB,quiz
768550,2014B,BBB,content
768418,2014B,BBB,content
768586,2014B,BBB,content
768452,2014B,BBB,content
768625,2014B,BBB,content
768485,2014B,BBB,content
768657,2014B,BBB,content
768514,2014B,BBB,content
768351,2014B,BBB,homepage
768547,2014B,BBB,content
768415,2014B,BBB,content
768583,2014B,BBB,content
768449,2014B,BBB,content
768616,2014B,BBB,content
768622,2014B,BBB,content
768482,2014B,BBB,content
768654,2014B,BBB,content
768511,2014B,BBB,content
768787,2014B,BBB,url
768346,2014B,BBB,forum
768544,2014B,BBB,content
768412,2014B,BBB,content
768580,2014B,BBB,content
768446,2014B,BBB,content
768613,2014B,BBB,content
768619,2014B,BBB,content
768479,2014B,BBB,content
768651,2014B,BBB,content
768783,2014B,BBB,url
768343,2014B,BBB,forum
768541,2014B,BBB,content
768409,2014B,BBB,content
768575,2014B,BBB,content
768443,2014B,BBB,content
768610,2014B,BBB,content
768476,2014B,BBB,content
768648,2014B,BBB,content
768508,2014B,BBB,content
768778,2014B,BBB,url
768339,2014B,BBB,forum
768538,2014B,BBB,content
768406,2014B,BBB,content
768572,2014B,BBB,content
768440,2014B,BBB,content
768607,2014B,BBB,content
768473,2014B,BBB,content
768645,2014B,BBB,content
768505,2014B,BBB,content
768775,2014B,BBB,url
768336,2014B,BBB,forum
768535,2014B,BBB,content
768403,2014B,BBB,content
768569,2014B,BBB,content
768437,2014B,BBB,content
768604,2014B,BBB,content
768469,2014B,BBB,content
768642,2014B,BBB,content
768502,2014B,BBB,content
768772,2014B,BBB,url
768333,2014B,BBB,forum
768532,2014B,BBB,content
768400,2014B,BBB,content
768566,2014B,BBB,content
768434,2014B,BBB,content
768600,2014B,BBB,content
768466,2014B,BBB,content
768639,2014B,BBB,content
768499,2014B,BBB,content
768330,2014B,BBB,glossary
768529,2014B,BBB,content
768397,2014B,BBB,content
768562,2014B,BBB,content
768431,2014B,BBB,content
768597,2014B,BBB,content
768463,2014B,BBB,content
768636,2014B,BBB,content
768496,2014B,BBB,content
768668,2014B,BBB,content
768526,2014B,BBB,content
768394,2014B,BBB,content
768559,2014B,BBB,content
768428,2014B,BBB,content
768594,2014B,BBB,content
768460,2014B,BBB,content
768633,2014B,BBB,content
768493,2014B,BBB,content
768665,2014B,BBB,content
768523,2014B,BBB,content
768383,2014B,BBB,content
768555,2014B,BBB,content
768424,2014B,BBB,content
768591,2014B,BBB,content
768457,2014B,BBB,content
768630,2014B,BBB,content
768490,2014B,BBB,content
768662,2014B,BBB,content
768519,2014B,BBB,content
768380,2014B,BBB,quiz
768552,2014B,BBB,content
768420,2014B,BBB,content
768588,2014B,BBB,content
768454,2014B,BBB,content
768627,2014B,BBB,content
768487,2014B,BBB,content
768659,2014B,BBB,content
913621,2014J,BBB,content
913661,2014J,BBB,content
913696,2014J,BBB,content
913489,2014J,BBB,content
937843,2014J,BBB,content
913523,2014J,BBB,content
913618,2014J,BBB,content
913652,2014J,BBB,content
913693,2014J,BBB,content
913486,2014J,BBB,content
937840,2014J,BBB,content
913520,2014J,BBB,content
913615,2014J,BBB,content
913649,2014J,BBB,content
913690,2014J,BBB,content
913483,2014J,BBB,content
937837,2014J,BBB,content
913517,2014J,BBB,content
913612,2014J,BBB,content
913646,2014J,BBB,content
913686,2014J,BBB,content
913479,2014J,BBB,content
937834,2014J,BBB,content
913514,2014J,BBB,content
913609,2014J,BBB,content
913643,2014J,BBB,content
913683,2014J,BBB,content
913476,2014J,BBB,content
937831,2014J,BBB,content
913511,2014J,BBB,content
992243,2014J,BBB,content
913606,2014J,BBB,content
913640,2014J,BBB,content
913680,2014J,BBB,content
913473,2014J,BBB,homepage
926339,2014J,BBB,forum
913508,2014J,BBB,content
989840,2014J,BBB,content
913603,2014J,BBB,content
913635,2014J,BBB,content
913677,2014J,BBB,content
913465,2014J,BBB,glossary
926336,2014J,BBB,content
913505,2014J,BBB,content
985230,2014J,BBB,content
913537,2014J,BBB,content
913632,2014J,BBB,content
913674,2014J,BBB,content
926333,2014J,BBB,quiz
913502,2014J,BBB,content
957623,2014J,BBB,content
913629,2014J,BBB,content
913670,2014J,BBB,content
926330,2014J,BBB,content
913499,2014J,BBB,content
951621,2014J,BBB,content
913533,2014J,BBB,content
913626,2014J,BBB,content
913667,2014J,BBB,content
926327,2014J,BBB,content
913495,2014J,BBB,content
946589,2014J,BBB,content
949691,2014J,BBB,url
913528,2014J,BBB,content
913623,2014J,BBB,content
913664,2014J,BBB,content
913736,2014J,BBB,forum
913491,2014J,BBB,content
942393,2014J,BBB,quiz
949688,2014J,BBB,url
913525,2014J,BBB,content
913620,2014J,BBB,content
913658,2014J,BBB,content
913695,2014J,BBB,content
913488,2014J,BBB,content
937842,2014J,BBB,content
913522,2014J,BBB,content
913617,2014J,BBB,content
913651,2014J,BBB,content
913692,2014J,BBB,content
913485,2014J,BBB,content
937839,2014J,BBB,content
913519,2014J,BBB,content
913614,2014J,BBB,content
913648,2014J,BBB,content
913689,2014J,BBB,content
913482,2014J,BBB,content
937836,2014J,BBB,content
913516,2014J,BBB,content
913611,2014J,BBB,content
913645,2014J,BBB,content
913685,2014J,BBB,content
913478,2014J,BBB,content
937833,2014J,BBB,content
913513,2014J,BBB,content
913608,2014J,BBB,content
913642,2014J,BBB,content
913682,2014J,BBB,content
913475,2014J,BBB,content
937830,2014J,BBB,content
913510,2014J,BBB,content
989842,2014J,BBB,quiz
913605,2014J,BBB,content
913639,2014J,BBB,content
913679,2014J,BBB,content
913468,2014J,BBB,forum
926338,2014J,BBB,content
913507,2014J,BBB,content
989327,2014J,BBB,quiz
913602,2014J,BBB,content
913634,2014J,BBB,content
913676,2014J,BBB,content
913464,2014J,BBB,glossary
926335,2014J,BBB,content
913504,2014J,BBB,content
957625,2014J,BBB,content
913631,2014J,BBB,content
913673,2014J,BBB,content
926332,2014J,BBB,content
913501,2014J,BBB,content
951623,2014J,BBB,content
913535,2014J,BBB,content
913628,2014J,BBB,content
913669,2014J,BBB,content
926329,2014J,BBB,content
913497,2014J,BBB,content
949687,2014J,BBB,url
951620,2014J,BBB,content
913532,2014J,BBB,content
913625,2014J,BBB,content
913666,2014J,BBB,content
926325,2014J,BBB,forum
913494,2014J,BBB,content
946588,2014J,BBB,content
949690,2014J,BBB,url
913527,2014J,BBB,content
913622,2014J,BBB,content
913663,2014J,BBB,content
913734,2014J,BBB,forum
913490,2014J,BBB,content
937844,2014J,BBB,content
913524,2014J,BBB,content
913619,2014J,BBB,content
913657,2014J,BBB,content
913694,2014J,BBB,content
913487,2014J,BBB,content
937841,2014J,BBB,content
913521,2014J,BBB,content
913616,2014J,BBB,content
913650,2014J,BBB,content
913691,2014J,BBB,content
913484,2014J,BBB,content
937838,2014J,BBB,content
913518,2014J,BBB,content
913613,2014J,BBB,content
913647,2014J,BBB,content
913688,2014J,BBB,content
913481,2014J,BBB,content
937835,2014J,BBB,content
913515,2014J,BBB,content
913610,2014J,BBB,content
913644,2014J,BBB,content
913684,2014J,BBB,content
913477,2014J,BBB,content
937832,2014J,BBB,content
913512,2014J,BBB,content
1010038,2014J,BBB,quiz
913607,2014J,BBB,content
913641,2014J,BBB,content
913681,2014J,BBB,content
913474,2014J,BBB,content
937829,2014J,BBB,content
913509,2014J,BBB,content
989841,2014J,BBB,quiz
913604,2014J,BBB,content
913638,2014J,BBB,content
913678,2014J,BBB,content
913466,2014J,BBB,forum
926337,2014J,BBB,content
913506,2014J,BBB,content
987931,2014J,BBB,quiz
913601,2014J,BBB,content
913633,2014J,BBB,content
913675,2014J,BBB,content
926334,2014J,BBB,content
913503,2014J,BBB,content
957624,2014J,BBB,quiz
913630,2014J,BBB,content
913671,2014J,BBB,content
926331,2014J,BBB,content
913500,2014J,BBB,content
951622,2014J,BBB,content
913534,2014J,BBB,content
913627,2014J,BBB,content
913668,2014J,BBB,content
926328,2014J,BBB,content
913496,2014J,BBB,content
949686,2014J,BBB,content
951619,2014J,BBB,content
913530,2014J,BBB,content
913624,2014J,BBB,content
913665,2014J,BBB,content
913740,2014J,BBB,url
913493,2014J,BBB,content
946094,2014J,BBB,content
949689,2014J,BBB,url
913526,2014J,BBB,content
730032,2014B,CCC,content
730068,2014B,CCC,content
729677,2014B,CCC,forum
730100,2014B,CCC,content
729804,2014B,CCC,content
923834,2014B,CCC,forum
729838,2014B,CCC,content
730029,2014B,CCC,content
730065,2014B,CCC,content
729673,2014B,CCC,forum
730097,2014B,CCC,content
729801,2014B,CCC,content
730133,2014B,CCC,url
729835,2014B,CCC,content
730025,2014B,CCC,content
730062,2014B,CCC,content
730094,2014B,CCC,content
729798,2014B,CCC,content
730127,2014B,CCC,url
729831,2014B,CCC,content
730022,2014B,CCC,content
730059,2014B,CCC,content
730091,2014B,CCC,content
729795,2014B,CCC,content
730124,2014B,CCC,url
729828,2014B,CCC,content
730019,2014B,CCC,content
730053,2014B,CCC,content
730088,2014B,CCC,content
729792,2014B,CCC,quiz
730121,2014B,CCC,url
729825,2014B,CCC,content
730016,2014B,CCC,content
730050,2014B,CCC,content
730085,2014B,CCC,content
729789,2014B,CCC,quiz
730117,2014B,CCC,content
729822,2014B,CCC,content
730013,2014B,CCC,content
730047,2014B,CCC,content
730082,2014B,CCC,content
729786,2014B,CCC,quiz
730114,2014B,CCC,content
729819,2014B,CCC,content
730010,2014B,CCC,content
730044,2014B,CCC,content
730079,2014B,CCC,content
729783,2014B,CCC,quiz
730111,2014B,CCC,content
729816,2014B,CCC,content
730006,2014B,CCC,content
730041,2014B,CCC,content
730076,2014B,CCC,content
729780,2014B,CCC,quiz
730108,2014B,CCC,content
729812,2014B,CCC,content
729843,2014B,CCC,content
730038,2014B,CCC,content
730073,2014B,CCC,content
729779,2014B,CCC,quiz
730105,2014B,CCC,content
729809,2014B,CCC,content
729840,2014B,CCC,content
730034,2014B,CCC,content
730070,2014B,CCC,content
729680,2014B,CCC,forum
730102,2014B,CCC,content
729806,2014B,CCC,content
730031,2014B,CCC,content
730067,2014B,CCC,content
729676,2014B,CCC,forum
730099,2014B,CCC,content
729803,2014B,CCC,content
730135,2014B,CCC,url
729837,2014B,CCC,content
730028,2014B,CCC,content
730064,2014B,CCC,content
729671,2014B,CCC,homepage
730096,2014B,CCC,content
729800,2014B,CCC,content
730132,2014B,CCC,url
729834,2014B,CCC,content
730024,2014B,CCC,content
730061,2014B,CCC,content
730093,2014B,CCC,content
729797,2014B,CCC,content
730126,2014B,CCC,url
729830,2014B,CCC,content
730021,2014B,CCC,content
730057,2014B,CCC,content
730090,2014B,CCC,content
729794,2014B,CCC,quiz
730123,2014B,CCC,url
729827,2014B,CCC,content
730018,2014B,CCC,content
730052,2014B,CCC,content
730087,2014B,CCC,content
729791,2014B,CCC,quiz
730120,2014B,CCC,url
729824,2014B,CCC,content
730015,2014B,CCC,content
730049,2014B,CCC,content
730084,2014B,CCC,content
729788,2014B,CCC,quiz
730116,2014B,CCC,content
729821,2014B,CCC,content
730012,2014B,CCC,content
730046,2014B,CCC,content
730081,2014B,CCC,content
729785,2014B,CCC,quiz
730113,2014B,CCC,content
729818,2014B,CCC,content
730008,2014B,CCC,content
730043,2014B,CCC,content
730078,2014B,CCC,content
729782,2014B,CCC,quiz
730110,2014B,CCC,content
729815,2014B,CCC,content
729845,2014B,CCC,content
730040,2014B,CCC,content
730075,2014B,CCC,content
730107,2014B,CCC,content
729811,2014B,CCC,content
729842,2014B,CCC,content
730037,2014B,CCC,content
730072,2014B,CCC,content
729683,2014B,CCC,forum
730104,2014B,CCC,content
729808,2014B,CCC,content
730033,2014B,CCC,content
730069,2014B,CCC,content
729678,2014B,CCC,forum
730101,2014B,CCC,content
729805,2014B,CCC,content
923835,2014B,CCC,forum
729839,2014B,CCC,content
730030,2014B,CCC,content
730066,2014B,CCC,content
729674,2014B,CCC,forum
730098,2014B,CCC,content
729802,2014B,CCC,content
730134,2014B,CCC,url
729836,2014B,CCC,content
730027,2014B,CCC,content
730063,2014B,CCC,content
730095,2014B,CCC,content
729799,2014B,CCC,content
730130,2014B,CCC,url
729833,2014B,CCC,content
730023,2014B,CCC,content
730060,2014B,CCC,content
730092,2014B,CCC,content
729796,2014B,CCC,content
730125,2014B,CCC,url
729829,2014B,CCC,content
730020,2014B,CCC,content
730054,2014B,CCC,content
730089,2014B,CCC,content
729793,2014B,CCC,quiz
730122,2014B,CCC,url
729826,2014B,CCC,content
730017,2014B,CCC,content
730051,2014B,CCC,content
730086,2014B,CCC,content
729790,2014B,CCC,quiz
730118,2014B,CCC,forum
729823,2014B,CCC,content
730014,2014B,CCC,content
730048,2014B,CCC,content
730083,2014B,CCC,content
729787,2014B,CCC,quiz
730115,2014B,CCC,content
729820,2014B,CCC,content
730011,2014B,CCC,content
730045,2014B,CCC,content
730080,2014B,CCC,content
729784,2014B,CCC,quiz
730112,2014B,CCC,content
729817,2014B,CCC,content
730007,2014B,CCC,content
730042,2014B,CCC,content
730077,2014B,CCC,content
729781,2014B,CCC,quiz
730109,2014B,CCC,content
729813,2014B,CCC,content
729844,2014B,CCC,content
730039,2014B,CCC,content
730074,2014B,CCC,content
730106,2014B,CCC,content
729810,2014B,CCC,content
729841,2014B,CCC,content
730035,2014B,CCC,content
730071,2014B,CCC,content
729682,2014B,CCC,forum
730103,2014B,CCC,content
729807,2014B,CCC,content
909016,2014J,CCC,forum
909326,2014J,CCC,content
909059,2014J,CCC,content
942322,2014J,CCC,content
909093,2014J,CCC,quiz
909252,2014J,CCC,content
909294,2014J,CCC,content
909013,2014J,CCC,homepage
909323,2014J,CCC,content
909056,2014J,CCC,content
937763,2014J,CCC,content
909090,2014J,CCC,quiz
909249,2014J,CCC,content
909291,2014J,CCC,content
909320,2014J,CCC,content
909053,2014J,CCC,content
937760,2014J,CCC,content
909087,2014J,CCC,quiz
1072252,2014J,CCC,forum
909246,2014J,CCC,content
909288,2014J,CCC,content
909317,2014J,CCC,content
909050,2014J,CCC,content
937757,2014J,CCC,content
909083,2014J,CCC,content
1046237,2014J,CCC,content
909243,2014J,CCC,content
909285,2014J,CCC,content
909314,2014J,CCC,content
909045,2014J,CCC,content
937754,2014J,CCC,content
909080,2014J,CCC,content
1042374,2014J,CCC,content
909240,2014J,CCC,content
909282,2014J,CCC,content
909311,2014J,CCC,content
909042,2014J,CCC,content
909349,2014J,CCC,url
909077,2014J,CCC,content
1016724,2014J,CCC,url
909236,2014J,CCC,content
909275,2014J,CCC,content
909308,2014J,CCC,content
909039,2014J,CCC,content
909345,2014J,CCC,url
909074,2014J,CCC,content
1011840,2014J,CCC,url
909233,2014J,CCC,content
909272,2014J,CCC,content
909305,2014J,CCC,content
909036,2014J,CCC,content
909342,2014J,CCC,url
909070,2014J,CCC,content
1011837,2014J,CCC,content
909230,2014J,CCC,content
909269,2014J,CCC,content
909302,2014J,CCC,content
909033,2014J,CCC,content
909338,2014J,CCC,url
909067,2014J,CCC,content
989839,2014J,CCC,content
909101,2014J,CCC,content
909266,2014J,CCC,content
909030,2014J,CCC,content
909333,2014J,CCC,url
909064,2014J,CCC,content
957609,2014J,CCC,content
909098,2014J,CCC,quiz
909261,2014J,CCC,content
909299,2014J,CCC,content
909019,2014J,CCC,forum
909328,2014J,CCC,content
909061,2014J,CCC,content
957606,2014J,CCC,content
909095,2014J,CCC,quiz
909254,2014J,CCC,content
909296,2014J,CCC,content
909015,2014J,CCC,forum
909325,2014J,CCC,content
909058,2014J,CCC,content
942321,2014J,CCC,content
909092,2014J,CCC,quiz
909251,2014J,CCC,content
909293,2014J,CCC,content
909322,2014J,CCC,content
909055,2014J,CCC,content
937762,2014J,CCC,content
909089,2014J,CCC,quiz
909248,2014J,CCC,content
909290,2014J,CCC,content
909319,2014J,CCC,content
909052,2014J,CCC,content
937759,2014J,CCC,content
909086,2014J,CCC,quiz
1049562,2014J,CCC,content
909245,2014J,CCC,content
909287,2014J,CCC,content
909316,2014J,CCC,content
909049,2014J,CCC,content
937756,2014J,CCC,content
909082,2014J,CCC,content
1042376,2014J,CCC,content
909242,2014J,CCC,content
909284,2014J,CCC,content
909313,2014J,CCC,content
909044,2014J,CCC,content
937753,2014J,CCC,content
909079,2014J,CCC,content
1042373,2014J,CCC,content
909238,2014J,CCC,content
909281,2014J,CCC,content
909310,2014J,CCC,content
909041,2014J,CCC,content
909347,2014J,CCC,url
909076,2014J,CCC,content
1011842,2014J,CCC,url
909235,2014J,CCC,content
909274,2014J,CCC,content
909307,2014J,CCC,content
909038,2014J,CCC,content
909344,2014J,CCC,url
909073,2014J,CCC,content
1011839,2014J,CCC,url
909232,2014J,CCC,content
909271,2014J,CCC,content
909304,2014J,CCC,content
909035,2014J,CCC,content
909341,2014J,CCC,url
909069,2014J,CCC,content
1010405,2014J,CCC,content
909229,2014J,CCC,content
909268,2014J,CCC,content
909032,2014J,CCC,content
909335,2014J,CCC,url
909066,2014J,CCC,content
957615,2014J,CCC,content
909100,2014J,CCC,quiz
909265,2014J,CCC,content
909301,2014J,CCC,content
909022,2014J,CCC,forum
909332,2014J,CCC,forum
909063,2014J,CCC,content
957608,2014J,CCC,content
909097,2014J,CCC,quiz
909260,2014J,CCC,content
909298,2014J,CCC,content
909018,2014J,CCC,forum
909327,2014J,CCC,content
909060,2014J,CCC,content
947016,2014J,CCC,content
909094,2014J,CCC,quiz
909253,2014J,CCC,content
909295,2014J,CCC,content
909014,2014J,CCC,forum
909324,2014J,CCC,content
909057,2014J,CCC,content
937764,2014J,CCC,content
909091,2014J,CCC,quiz
909250,2014J,CCC,content
909292,2014J,CCC,content
909321,2014J,CCC,content
909054,2014J,CCC,content
937761,2014J,CCC,content
909088,2014J,CCC,quiz
1072253,2014J,CCC,forum
909247,2014J,CCC,content
909289,2014J,CCC,content
909318,2014J,CCC,content
909051,2014J,CCC,content
937758,2014J,CCC,content
909085,2014J,CCC,quiz
1046866,2014J,CCC,content
909244,2014J,CCC,content
909286,2014J,CCC,content
909315,2014J,CCC,content
909048,2014J,CCC,content
937755,2014J,CCC,content
909081,2014J,CCC,content
1042375,2014J,CCC,content
909241,2014J,CCC,content
909283,2014J,CCC,content
909312,2014J,CCC,content
909043,2014J,CCC,content
937752,2014J,CCC,content
909078,2014J,CCC,content
1019025,2014J,CCC,forum
909237,2014J,CCC,content
909280,2014J,CCC,content
909309,2014J,CCC,content
909040,2014J,CCC,content
909346,2014J,CCC,url
909075,2014J,CCC,content
1011841,2014J,CCC,url
909234,2014J,CCC,content
909273,2014J,CCC,content
909306,2014J,CCC,content
909037,2014J,CCC,content
909343,2014J,CCC,url
909071,2014J,CCC,content
1011838,2014J,CCC,content
909231,2014J,CCC,content
909270,2014J,CCC,content
909303,2014J,CCC,content
909034,2014J,CCC,content
909339,2014J,CCC,url
909068,2014J,CCC,content
1002902,2014J,CCC,url
909102,2014J,CCC,content
909267,2014J,CCC,content
909031,2014J,CCC,content
909334,2014J,CCC,url
909065,2014J,CCC,content
957610,2014J,CCC,content
909099,2014J,CCC,quiz
909262,2014J,CCC,content
909300,2014J,CCC,content
909020,2014J,CCC,forum
909330,2014J,CCC,content
909062,2014J,CCC,content
957607,2014J,CCC,content
909096,2014J,CCC,quiz
909256,2014J,CCC,content
909297,2014J,CCC,content
547823,2013B,DDD,url
547679,2013B,DDD,content
547855,2013B,DDD,content
547539,2013B,DDD,content
547713,2013B,DDD,content
547720,2013B,DDD,content
547888,2013B,DDD,content
547577,2013B,DDD,content
547757,2013B,DDD,url
547920,2013B,DDD,content
547609,2013B,DDD,content
547789,2013B,DDD,url
547952,2013B,DDD,content
547642,2013B,DDD,content
547820,2013B,DDD,url
547675,2013B,DDD,content
547852,2013B,DDD,content
547309,2013B,DDD,quiz
547710,2013B,DDD,content
547885,2013B,DDD,content
547574,2013B,DDD,content
547752,2013B,DDD,content
547917,2013B,DDD,content
547606,2013B,DDD,content
547786,2013B,DDD,url
547949,2013B,DDD,content
547639,2013B,DDD,content
547817,2013B,DDD,url
547671,2013B,DDD,content
547849,2013B,DDD,url
547306,2013B,DDD,quiz
547707,2013B,DDD,content
547882,2013B,DDD,content
547571,2013B,DDD,content
547748,2013B,DDD,content
547914,2013B,DDD,content
547603,2013B,DDD,content
547783,2013B,DDD,url
547946,2013B,DDD,content
547636,2013B,DDD,content
547814,2013B,DDD,url
547668,2013B,DDD,content
547846,2013B,DDD,url
547303,2013B,DDD,homepage
547704,2013B,DDD,content
547879,2013B,DDD,content
547568,2013B,DDD,content
547745,2013B,DDD,content
547911,2013B,DDD,content
547600,2013B,DDD,content
547780,2013B,DDD,url
547943,2013B,DDD,content
547633,2013B,DDD,content
547810,2013B,DDD,url
547665,2013B,DDD,content
547843,2013B,DDD,url
547277,2013B,DDD,forum
547701,2013B,DDD,content
547876,2013B,DDD,content
547565,2013B,DDD,content
547742,2013B,DDD,content
547908,2013B,DDD,content
547597,2013B,DDD,content
547777,2013B,DDD,url
547940,2013B,DDD,content
547630,2013B,DDD,content
547662,2013B,DDD,content
547840,2013B,DDD,url
547274,2013B,DDD,forum
547698,2013B,DDD,content
547873,2013B,DDD,content
547562,2013B,DDD,content
547739,2013B,DDD,content
547905,2013B,DDD,content
547594,2013B,DDD,content
547774,2013B,DDD,url
547937,2013B,DDD,content
547627,2013B,DDD,content
547807,2013B,DDD,url
547659,2013B,DDD,content
547837,2013B,DDD,url
547271,2013B,DDD,forum
547694,2013B,DDD,content
547869,2013B,DDD,content
547559,2013B,DDD,wiki
547735,2013B,DDD,content
547902,2013B,DDD,content
547591,2013B,DDD,content
547771,2013B,DDD,url
547934,2013B,DDD,content
547623,2013B,DDD,content
547804,2013B,DDD,url
547655,2013B,DDD,content
547834,2013B,DDD,url
547267,2013B,DDD,glossary
547690,2013B,DDD,content
547866,2013B,DDD,content
547556,2013B,DDD,wiki
547732,2013B,DDD,content
547899,2013B,DDD,content
547588,2013B,DDD,content
547768,2013B,DDD,url
547931,2013B,DDD,content
547620,2013B,DDD,content
547801,2013B,DDD,url
547963,2013B,DDD,content
547650,2013B,DDD,content
547831,2013B,DDD,url
547687,2013B,DDD,content
547863,2013B,DDD,content
547552,2013B,DDD,wiki
547729,2013B,DDD,content
547896,2013B,DDD,content
547585,2013B,DDD,content
547765,2013B,DDD,url
547928,2013B,DDD,content
547617,2013B,DDD,content
547798,2013B,DDD,url
547960,2013B,DDD,content
547647,2013B,DDD,content
547828,2013B,DDD,url
547684,2013B,DDD,content
547860,2013B,DDD,content
547548,2013B,DDD,content
547719,2013B,DDD,content
547725,2013B,DDD,content
547893,2013B,DDD,content
547582,2013B,DDD,content
547762,2013B,DDD,url
547925,2013B,DDD,content
547614,2013B,DDD,content
547794,2013B,DDD,url
547957,2013B,DDD,content
547644,2013B,DDD,content
547825,2013B,DDD,url
547681,2013B,DDD,content
547857,2013B,DDD,content
547545,2013B,DDD,content
547716,2013B,DDD,content
547722,2013B,DDD,content
547890,2013B,DDD,content
547579,2013B,DDD,content
547759,2013B,DDD,url
547922,2013B,DDD,content
547611,2013B,DDD,content
547791,2013B,DDD,url
547954,2013B,DDD,content
547822,2013B,DDD,url
547678,2013B,DDD,content
547854,2013B,DDD,content
547493,2013B,DDD,content
547712,2013B,DDD,content
